,user_id,movie_id,score
216,71154,91549,4
217,71154,91549,4
218,71154,91549,4
219,55210,8358,4
220,117811,32407,4
221,55210,8358,4
222,24378,7992,3
223,118579,10440,3
224,50791,91426,4
225,118579,10440,3
226,117811,32407,4
227,24378,7992,3
228,118579,10440,3
229,24378,7992,3
230,24378,7992,3
231,71154,91549,4
232,71154,91549,4
233,118579,10440,3
234,55210,8358,4
235,55210,8358,4
236,50791,91426,4
237,117811,32407,4
238,24378,7992,3
239,117811,32407,4
240,24378,7992,3
241,24378,7992,3
242,71154,91549,4
243,71154,91549,4
244,55210,8358,4
245,55210,8358,4
246,55210,8358,4
247,118579,10440,3
248,117811,32407,4
249,118579,10440,3
250,71154,91549,4
251,55210,8358,4
252,55210,8358,4
253,55210,8358,4
254,50791,91426,4
255,50791,91426,4
256,55210,8358,4
257,50791,91426,4
258,118579,10440,3
259,117811,32407,4
260,118579,10440,3
261,117811,32407,4
262,117811,32407,4
263,117811,32407,4
264,24378,7992,3
265,71154,91549,4
266,71154,91549,4
267,55210,8358,4
268,50791,91426,4
269,118579,10440,3
270,118579,10440,3
271,118579,10440,3
272,117811,32407,4
273,118579,10440,3
274,117811,32407,4
275,24378,7992,3
276,24378,7992,3
277,71154,91549,4
278,71154,91549,4
279,55210,8358,4
280,55210,8358,4
281,50791,91426,4
282,50791,91426,4
283,118579,10440,3
284,117811,32407,4
285,117811,32407,4
286,118579,10440,3
287,117811,32407,4
288,118579,10440,3
289,118579,10440,3
290,117811,32407,4
291,24378,7992,3
292,24378,7992,3
293,24378,7992,3
294,71154,91549,4
295,71154,91549,4
296,71154,91549,4
297,71154,91549,4
298,44234,267480,4
299,16446,265449,3
300,55210,8358,4
301,55210,8358,4
302,50791,91426,4
303,50791,91426,4
304,50791,91426,4
305,50791,91426,4
306,118579,10440,3
307,118579,10440,3
308,117811,32407,4
309,117811,32407,4
310,118579,10440,3
311,118579,10440,3
312,117811,32407,4
313,24378,7992,3
314,24378,7992,3
315,56145,320849,3
316,71154,91549,4
317,71154,91549,4
318,71154,91549,4
319,71154,91549,4
320,71154,91549,4
321,71154,91549,4
322,71154,91549,4
323,55210,8358,4
324,55210,8358,4
325,50791,91426,4
326,50791,91426,4
327,118579,10440,3
328,118579,10440,3
329,118579,10440,3
330,118579,10440,3
331,24378,7992,3
332,24378,7992,3
333,24378,7992,3
334,71154,91549,4
335,55210,8358,4
336,55210,8358,4
337,50791,91426,4
338,50791,91426,4
339,50791,91426,4
340,117811,32407,4
341,117811,32407,4
342,118579,10440,3
343,24378,7992,3
344,71154,91549,4
345,55210,8358,4
346,55210,8358,4
347,55210,8358,4
348,50791,91426,4
349,50791,91426,4
350,117811,32407,4
351,117811,32407,4
352,118579,10440,3
353,117811,32407,4
354,117811,32407,4
355,24378,7992,3
356,24378,7992,3
357,24378,7992,3
358,71154,91549,4
359,71154,91549,4
360,55210,8358,4
361,55210,8358,4
362,55210,8358,4
363,50791,91426,4
364,55210,8358,4
365,50791,91426,4
366,71154,91549,4
367,118579,10440,3
368,117811,32407,4
369,24378,7992,3
370,24378,7992,3
371,24378,7992,3
372,24378,7992,3
373,24378,7992,3
374,71154,91549,4
375,24378,7992,3
376,71154,91549,4
377,71154,91549,4
378,71154,91549,4
379,55210,8358,4
380,55210,8358,4
381,55210,8358,4
382,50791,91426,4
383,50791,91426,4
384,117811,32407,4
385,118579,10440,3
386,117811,32407,4
387,118579,10440,3
388,118579,10440,3
389,118579,10440,3
390,50791,91426,4
391,71154,91549,4
392,55210,8358,4
393,50791,91426,4
394,50791,91426,4
395,50791,91426,4
396,117811,32407,4
397,118579,10440,3
398,118579,10440,3
399,117811,32407,4
400,117811,32407,4
401,118579,10440,3
402,117811,32407,4
403,117811,32407,4
404,24378,7992,3
405,55210,8358,4
406,71154,91549,4
407,50791,91426,4
408,71154,91549,4
409,117811,32407,4
410,55210,8358,4
411,55210,8358,4
412,55210,8358,4
413,50791,91426,4
414,50791,91426,4
415,118579,10440,3
416,117811,32407,4
417,117811,32407,4
418,117811,32407,4
419,24378,7992,3
420,24378,7992,3
421,71154,91549,4
422,71154,91549,4
423,71154,91549,4
424,118579,10440,3
425,117811,32407,4
426,55210,8358,4
427,55210,8358,4
428,50791,91426,4
429,55210,8358,4
430,50791,91426,4
431,55210,8358,4
432,50791,91426,4
433,117811,32407,4
434,117811,32407,4
435,118579,10440,3
436,117811,32407,4
437,118579,10440,3
438,118579,10440,3
439,117811,32407,4
440,24378,7992,3
441,24378,7992,3
442,71154,91549,4
443,71154,91549,4
444,118579,10440,3
445,55210,8358,4
446,55210,8358,4
447,50791,91426,4
448,55210,8358,4
449,55210,8358,4
450,118579,10440,3
451,118579,10440,3
452,118579,10440,3
453,118579,10440,3
454,117811,32407,4
455,24378,7992,3
456,24378,7992,3
457,71154,91549,4
458,71154,91549,4
459,71154,91549,4
460,24378,7992,3
461,55210,8358,4
462,55210,8358,4
463,55210,8358,4
464,50791,91426,4
465,50791,91426,4
466,118579,10440,3
467,117811,32407,4
468,118579,10440,3
469,117811,32407,4
470,118579,10440,3
471,118579,10440,3
472,24378,7992,3
473,24378,7992,3
474,71154,91549,4
475,71154,91549,4
476,71154,91549,4
477,71154,91549,4
478,117811,32407,4
479,50791,91426,4
480,50791,91426,4
481,50791,91426,4
482,50791,91426,4
483,118579,10440,3
484,117811,32407,4
485,117811,32407,4
486,117811,32407,4
487,118579,10440,3
488,118579,10440,3
489,117811,32407,4
490,117811,32407,4
491,71154,91549,4
492,71154,91549,4
493,50791,91426,4
494,71154,91549,4
495,71154,91549,4
496,118579,10440,3
497,117811,32407,4
498,24378,7992,3
499,55210,8358,4
500,55210,8358,4
501,55210,8358,4
502,50791,91426,4
503,55210,8358,4
504,50791,91426,4
505,50791,91426,4
506,118579,10440,3
507,118579,10440,3
508,117811,32407,4
509,118579,10440,3
510,24378,7992,3
511,71154,91549,4
512,24378,7992,3
513,71154,91549,4
514,71154,91549,4
515,71154,91549,4
516,55210,8358,4
517,55210,8358,4
518,50791,91426,4
519,55210,8358,4
520,50791,91426,4
521,117811,32407,4
522,55210,8358,4
523,71154,91549,4
524,71154,91549,4
525,71154,91549,4
526,117811,32407,4
527,24378,7992,3
528,50791,91426,4
529,55210,8358,4
530,50791,91426,4
531,50791,91426,4
532,50791,91426,4
533,118579,10440,3
534,117811,32407,4
535,117811,32407,4
536,117811,32407,4
537,118579,10440,3
538,24378,7992,3
539,24378,7992,3
540,24378,7992,3
541,50791,91426,4
542,71154,91549,4
543,118579,10440,3
544,55210,8358,4
545,50791,91426,4
546,55210,8358,4
547,55210,8358,4
548,50791,91426,4
549,118579,10440,3
550,118579,10440,3
551,117811,32407,4
552,118579,10440,3
553,118579,10440,3
554,117811,32407,4
555,118579,10440,3
556,24378,7992,3
557,24378,7992,3
558,24378,7992,3
559,55210,8358,4
560,117811,32407,4
561,55210,8358,4
562,50791,91426,4
563,50791,91426,4
564,118579,10440,3
565,117811,32407,4
566,117811,32407,4
567,118579,10440,3
568,118579,10440,3
569,118579,10440,3
570,24378,7992,3
571,24378,7992,3
572,24378,7992,3
573,71154,91549,4
574,71154,91549,4
575,24378,7992,3
576,55210,8358,4
577,55210,8358,4
578,50791,91426,4
579,50791,91426,4
580,118579,10440,3
581,118579,10440,3
582,117811,32407,4
583,117811,32407,4
584,118579,10440,3
585,117811,32407,4
586,117811,32407,4
587,118579,10440,3
588,117811,32407,4
589,118579,10440,3
590,117811,32407,4
591,71154,91549,4
592,24378,7992,3
593,71154,91549,4
594,71154,91549,4
595,71154,91549,4
596,24378,7992,3
597,55210,8358,4
598,50791,91426,4
599,50791,91426,4
600,118579,10440,3
601,50791,91426,4
602,118579,10440,3
603,117811,32407,4
604,117811,32407,4
605,24378,7992,3
606,24378,7992,3
607,71154,91549,4
608,71154,91549,4
609,71154,91549,4
610,118579,10440,3
611,117811,32407,4
612,55210,8358,4
613,55210,8358,4
614,55210,8358,4
615,55210,8358,4
616,55210,8358,4
617,50791,91426,4
618,55210,8358,4
619,118579,10440,3
620,117811,32407,4
621,117811,32407,4
622,117811,32407,4
623,24378,7992,3
624,24378,7992,3
625,24378,7992,3
626,55210,8358,4
627,71154,91549,4
628,71154,91549,4
629,71154,91549,4
630,71154,91549,4
631,118579,10440,3
632,117811,32407,4
633,55210,8358,4
634,50791,91426,4
635,50791,91426,4
636,50791,91426,4
637,118579,10440,3
638,117811,32407,4
639,118579,10440,3
640,118579,10440,3
641,118579,10440,3
642,118579,10440,3
643,117811,32407,4
644,24378,7992,3
645,24378,7992,3
646,71154,91549,4
647,71154,91549,4
648,71154,91549,4
649,71154,91549,4
650,24378,7992,3
651,55210,8358,4
652,55210,8358,4
653,50791,91426,4
654,117811,32407,4
655,117811,32407,4
656,118579,10440,3
657,118579,10440,3
658,24378,7992,3
659,117811,32407,4
660,71154,91549,4
661,24378,7992,3
662,71154,91549,4
663,71154,91549,4
664,55210,8358,4
665,55210,8358,4
666,50791,91426,4
667,55210,8358,4
668,50791,91426,4
669,50791,91426,4
670,117811,32407,4
671,117811,32407,4
672,118579,10440,3
673,117811,32407,4
674,24378,7992,3
675,117811,32407,4
676,24378,7992,3
677,24378,7992,3
678,55210,8358,4
679,50791,91426,4
680,55210,8358,4
681,118579,10440,3
682,50791,91426,4
683,117811,32407,4
684,50791,91426,4
685,118579,10440,3
686,118579,10440,3
687,117811,32407,4
688,24378,7992,3
689,117811,32407,4
690,24378,7992,3
691,71154,91549,4
692,24378,7992,3
693,24378,7992,3
694,71154,91549,4
695,71154,91549,4
696,117811,32407,4
697,55210,8358,4
698,55210,8358,4
699,55210,8358,4
700,118579,10440,3
701,50791,91426,4
702,117811,32407,4
703,118579,10440,3
704,118579,10440,3
705,24378,7992,3
706,118579,10440,3
707,71154,91549,4
708,24378,7992,3
709,24378,7992,3
710,55210,8358,4
711,71154,91549,4
712,50791,91426,4
713,71154,91549,4
714,71154,91549,4
715,55210,8358,4
716,50791,91426,4
717,118579,10440,3
718,117811,32407,4
719,50791,91426,4
720,50791,91426,4
721,117811,32407,4
722,118579,10440,3
723,118579,10440,3
724,71154,91549,4
725,24378,7992,3
726,24378,7992,3
727,71154,91549,4
728,71154,91549,4
729,117811,32407,4
730,71154,91549,4
731,24378,7992,3
732,50791,91426,4
733,55210,8358,4
734,55210,8358,4
735,50791,91426,4
736,118579,10440,3
737,50791,91426,4
738,117811,32407,4
739,118579,10440,3
740,24378,7992,3
741,118579,10440,3
742,24378,7992,3
743,24378,7992,3
744,71154,91549,4
745,50791,91426,4
746,71154,91549,4
747,117811,32407,4
748,71154,91549,4
749,24378,7992,3
750,55210,8358,4
751,50791,91426,4
752,118579,10440,3
753,118579,10440,3
754,118579,10440,3
755,24378,7992,3
756,117811,32407,4
757,24378,7992,3
758,117811,32407,4
759,118579,10440,3
760,117811,32407,4
761,71154,91549,4
762,55210,8358,4
763,71154,91549,4
764,71154,91549,4
765,118579,10440,3
766,71154,91549,4
767,55210,8358,4
768,50791,91426,4
769,50791,91426,4
770,50791,91426,4
771,55210,8358,4
772,117811,32407,4
773,50791,91426,4
774,118579,10440,3
775,117811,32407,4
776,117811,32407,4
777,118579,10440,3
778,117811,32407,4
779,71154,91549,4
780,24378,7992,3
781,24378,7992,3
782,55210,8358,4
783,71154,91549,4
784,50791,91426,4
785,71154,91549,4
786,50791,91426,4
787,55210,8358,4
788,55210,8358,4
789,50791,91426,4
790,55210,8358,4
791,50791,91426,4
792,50791,91426,4
793,118579,10440,3
794,117811,32407,4
795,24378,7992,3
796,118579,10440,3
797,117811,32407,4
798,24378,7992,3
799,24378,7992,3
800,24378,7992,3
801,117811,32407,4
802,71154,91549,4
803,50791,91426,4
804,50791,91426,4
805,117811,32407,4
806,117811,32407,4
807,118579,10440,3
808,117811,32407,4
809,24378,7992,3
810,118579,10440,3
811,71154,91549,4
812,24378,7992,3
813,24378,7992,3
814,55210,8358,4
815,71154,91549,4
816,50791,91426,4
817,71154,91549,4
818,117811,32407,4
819,71154,91549,4
820,71154,91549,4
821,55210,8358,4
822,50791,91426,4
823,118579,10440,3
824,55210,8358,4
825,55210,8358,4
826,117811,32407,4
827,118579,10440,3
828,117811,32407,4
829,118579,10440,3
830,24378,7992,3
831,117811,32407,4
832,117811,32407,4
833,24378,7992,3
834,24378,7992,3
835,55210,8358,4
836,71154,91549,4
837,71154,91549,4
838,24378,7992,3
839,50791,91426,4
840,50791,91426,4
841,50791,91426,4
842,55210,8358,4
843,117811,32407,4
844,55210,8358,4
845,117811,32407,4
846,50791,91426,4
847,118579,10440,3
848,117811,32407,4
849,24378,7992,3
850,24378,7992,3
851,55210,8358,4
852,71154,91549,4
853,71154,91549,4
854,50791,91426,4
855,50791,91426,4
856,118579,10440,3
857,55210,8358,4
858,50791,91426,4
859,118579,10440,3
860,117811,32407,4
861,24378,7992,3
862,24378,7992,3
863,71154,91549,4
864,24378,7992,3
865,24378,7992,3
866,24378,7992,3
867,71154,91549,4
868,71154,91549,4
869,71154,91549,4
870,117811,32407,4
871,71154,91549,4
872,55210,8358,4
873,50791,91426,4
874,55210,8358,4
875,118579,10440,3
876,50791,91426,4
877,117811,32407,4
878,118579,10440,3
879,71154,91549,4
880,117811,32407,4
881,118579,10440,3
882,24378,7992,3
883,24378,7992,3
884,55210,8358,4
885,71154,91549,4
886,71154,91549,4
887,118579,10440,3
888,71154,91549,4
889,24378,7992,3
890,55210,8358,4
891,50791,91426,4
892,117811,32407,4
893,117811,32407,4
894,55210,8358,4
895,50791,91426,4
896,118579,10440,3
897,24378,7992,3
898,118579,10440,3
899,71154,91549,4
900,24378,7992,3
901,24378,7992,3
902,24378,7992,3
903,24378,7992,3
904,55210,8358,4
905,71154,91549,4
906,118579,10440,3
907,71154,91549,4
908,50791,91426,4
909,118579,10440,3
910,117811,32407,4
911,55210,8358,4
912,117811,32407,4
913,55210,8358,4
914,118579,10440,3
915,118579,10440,3
916,117811,32407,4
917,117811,32407,4
918,118579,10440,3
919,24378,7992,3
920,24378,7992,3
921,24378,7992,3
922,55210,8358,4
923,50791,91426,4
924,117811,32407,4
925,71154,91549,4
926,71154,91549,4
927,50791,91426,4
928,50791,91426,4
929,50791,91426,4
930,24378,7992,3
931,117811,32407,4
932,24378,7992,3
933,24378,7992,3
934,71154,91549,4
935,71154,91549,4
936,71154,91549,4
937,24378,7992,3
938,50791,91426,4
939,118579,10440,3
940,117811,32407,4
941,50791,91426,4
942,118579,10440,3
943,117811,32407,4
944,118579,10440,3
945,117811,32407,4
946,71154,91549,4
947,24378,7992,3
948,117811,32407,4
949,24378,7992,3
950,71154,91549,4
951,55210,8358,4
952,55210,8358,4
953,50791,91426,4
954,50791,91426,4
955,118579,10440,3
956,50791,91426,4
957,117811,32407,4
958,118579,10440,3
959,117811,32407,4
960,24378,7992,3
961,24378,7992,3
962,24378,7992,3
963,50791,91426,4
964,71154,91549,4
965,71154,91549,4
966,118579,10440,3
967,117811,32407,4
968,71154,91549,4
969,50791,91426,4
970,55210,8358,4
971,117811,32407,4
972,55210,8358,4
973,118579,10440,3
974,117811,32407,4
975,117811,32407,4
976,117811,32407,4
977,71154,91549,4
978,71154,91549,4
979,71154,91549,4
980,55210,8358,4
981,50791,91426,4
982,50791,91426,4
983,55210,8358,4
984,50791,91426,4
985,118579,10440,3
986,50791,91426,4
987,50791,91426,4
988,118579,10440,3
989,24378,7992,3
990,117811,32407,4
991,71154,91549,4
992,118579,10440,3
993,117811,32407,4
994,24378,7992,3
995,71154,91549,4
996,71154,91549,4
997,50791,91426,4
998,55210,8358,4
999,50791,91426,4
1000,24378,7992,3
1001,24378,7992,3
1002,118579,10440,3
1003,71154,91549,4
1004,117811,32407,4
1005,117811,32407,4
1006,117811,32407,4
1007,24378,7992,3
1008,24378,7992,3
1009,71154,91549,4
1010,71154,91549,4
1011,55210,8358,4
1012,55210,8358,4
1013,118579,10440,3
1014,117811,32407,4
1015,55210,8358,4
1016,50791,91426,4
1017,24378,7992,3
1018,24378,7992,3
1019,71154,91549,4
1020,118579,10440,3
1021,24378,7992,3
1022,24378,7992,3
1023,71154,91549,4
1024,118579,10440,3
1025,71154,91549,4
1026,71154,91549,4
1027,118579,10440,3
1028,118579,10440,3
1029,117811,32407,4
1030,50791,91426,4
1031,24378,7992,3
1032,71154,91549,4
1033,118579,10440,3
1034,118579,10440,3
1035,117811,32407,4
1036,117811,32407,4
1037,24378,7992,3
1038,55210,8358,4
1039,71154,91549,4
1040,71154,91549,4
1041,71154,91549,4
1042,50791,91426,4
1043,55210,8358,4
1044,55210,8358,4
1045,117811,32407,4
1046,55210,8358,4
1047,50791,91426,4
1048,24378,7992,3
1049,118579,10440,3
1050,117811,32407,4
1051,118579,10440,3
1052,117811,32407,4
1053,24378,7992,3
1054,24378,7992,3
1055,55210,8358,4
1056,71154,91549,4
1057,71154,91549,4
1058,71154,91549,4
1059,55210,8358,4
1060,55210,8358,4
1061,118579,10440,3
1062,50791,91426,4
1063,50791,91426,4
1064,50791,91426,4
1065,117811,32407,4
1066,118579,10440,3
1067,24378,7992,3
1068,24378,7992,3
1069,55210,8358,4
1070,71154,91549,4
1071,71154,91549,4
1072,71154,91549,4
1073,55210,8358,4
1074,118579,10440,3
1075,55210,8358,4
1076,50791,91426,4
1077,24378,7992,3
1078,50791,91426,4
1079,71154,91549,4
1080,117811,32407,4
1081,117811,32407,4
1082,118579,10440,3
1083,24378,7992,3
1084,71154,91549,4
1085,71154,91549,4
1086,118579,10440,3
1087,71154,91549,4
1088,71154,91549,4
1089,71154,91549,4
1090,24378,7992,3
1091,55210,8358,4
1092,50791,91426,4
1093,118579,10440,3
1094,117811,32407,4
1095,71154,91549,4
1096,118579,10440,3
1097,117811,32407,4
1098,118579,10440,3
1099,24378,7992,3
1100,24378,7992,3
1101,55210,8358,4
1102,71154,91549,4
1103,118579,10440,3
1104,117811,32407,4
1105,55210,8358,4
1106,50791,91426,4
1107,118579,10440,3
1108,55210,8358,4
1109,118579,10440,3
1110,117811,32407,4
1111,50791,91426,4
1112,118579,10440,3
1113,118579,10440,3
1114,117811,32407,4
1115,118579,10440,3
1116,24378,7992,3
1117,24378,7992,3
1118,50791,91426,4
1119,71154,91549,4
1120,117811,32407,4
1121,71154,91549,4
1122,117811,32407,4
1123,55210,8358,4
1124,55210,8358,4
1125,50791,91426,4
1126,55210,8358,4
1127,24378,7992,3
1128,50791,91426,4
1129,24378,7992,3
1130,118579,10440,3
1131,24378,7992,3
1132,50791,91426,4
1133,71154,91549,4
1134,71154,91549,4
1135,118579,10440,3
1136,24378,7992,3
1137,71154,91549,4
1138,55210,8358,4
1139,50791,91426,4
1140,118579,10440,3
1141,117811,32407,4
1142,55210,8358,4
1143,118579,10440,3
1144,117811,32407,4
1145,50791,91426,4
1146,24378,7992,3
1147,71154,91549,4
1148,118579,10440,3
1149,118579,10440,3
1150,117811,32407,4
1151,24378,7992,3
1152,55210,8358,4
1153,71154,91549,4
1154,71154,91549,4
1155,71154,91549,4
1156,71154,91549,4
1157,55210,8358,4
1158,50791,91426,4
1159,117811,32407,4
1160,55210,8358,4
1161,118579,10440,3
1162,50791,91426,4
1163,24378,7992,3
1164,118579,10440,3
1165,117811,32407,4
1166,117811,32407,4
1167,24378,7992,3
1168,24378,7992,3
1169,50791,91426,4
1170,71154,91549,4
1171,117811,32407,4
1172,71154,91549,4
1173,71154,91549,4
1174,71154,91549,4
1175,55210,8358,4
1176,50791,91426,4
1177,55210,8358,4
1178,117811,32407,4
1179,118579,10440,3
1180,55210,8358,4
1181,50791,91426,4
1182,50791,91426,4
1183,71154,91549,4
1184,50791,91426,4
1185,117811,32407,4
1186,55210,8358,4
1187,118579,10440,3
1188,117811,32407,4
1189,71154,91549,4
1190,24378,7992,3
1191,50791,91426,4
1192,118579,10440,3
1193,50791,91426,4
1194,55210,8358,4
1195,55210,8358,4
1196,50791,91426,4
1197,50791,91426,4
1198,118579,10440,3
1199,118579,10440,3
1200,117811,32407,4
1201,118579,10440,3
1202,24378,7992,3
1203,24378,7992,3
1204,55210,8358,4
1205,71154,91549,4
1206,71154,91549,4
1207,24378,7992,3
1208,71154,91549,4
1209,55210,8358,4
1210,50791,91426,4
1211,50791,91426,4
1212,55210,8358,4
1213,118579,10440,3
1214,117811,32407,4
1215,55210,8358,4
1216,50791,91426,4
1217,50791,91426,4
1218,118579,10440,3
1219,118579,10440,3
1220,117811,32407,4
1221,24378,7992,3
1222,118579,10440,3
1223,71154,91549,4
1224,71154,91549,4
1225,71154,91549,4
1226,71154,91549,4
1227,55210,8358,4
1228,50791,91426,4
1229,118579,10440,3
1230,117811,32407,4
1231,50791,91426,4
1232,24378,7992,3
1233,24378,7992,3
1234,117811,32407,4
1235,118579,10440,3
1236,118579,10440,3
1237,118579,10440,3
1238,24378,7992,3
1239,50791,91426,4
1240,71154,91549,4
1241,71154,91549,4
1242,71154,91549,4
1243,55210,8358,4
1244,118579,10440,3
1245,117811,32407,4
1246,118579,10440,3
1247,55210,8358,4
1248,71154,91549,4
1249,24378,7992,3
1250,118579,10440,3
1251,117811,32407,4
1252,118579,10440,3
1253,118579,10440,3
1254,24378,7992,3
1255,50791,91426,4
1256,71154,91549,4
1257,118579,10440,3
1258,117811,32407,4
1259,24378,7992,3
1260,71154,91549,4
1261,55210,8358,4
1262,50791,91426,4
1263,55210,8358,4
1264,117811,32407,4
1265,118579,10440,3
1266,55210,8358,4
1267,55210,8358,4
1268,55210,8358,4
1269,24378,7992,3
1270,118579,10440,3
1271,117811,32407,4
1272,118579,10440,3
1273,117811,32407,4
1274,24378,7992,3
1275,55210,8358,4
1276,50791,91426,4
1277,71154,91549,4
1278,118579,10440,3
1279,117811,32407,4
1280,71154,91549,4
1281,71154,91549,4
1282,71154,91549,4
1283,55210,8358,4
1284,55210,8358,4
1285,55210,8358,4
1286,118579,10440,3
1287,50791,91426,4
1288,117811,32407,4
1289,118579,10440,3
1290,117811,32407,4
1291,118579,10440,3
1292,24378,7992,3
1293,24378,7992,3
1294,55210,8358,4
1295,71154,91549,4
1296,55210,8358,4
1297,50791,91426,4
1298,50791,91426,4
1299,118579,10440,3
1300,118579,10440,3
1301,55210,8358,4
1302,50791,91426,4
1303,50791,91426,4
1304,118579,10440,3
1305,117811,32407,4
1306,118579,10440,3
1307,118579,10440,3
1308,117811,32407,4
1309,50791,91426,4
1310,71154,91549,4
1311,118579,10440,3
1312,117811,32407,4
1313,71154,91549,4
1314,55210,8358,4
1315,50791,91426,4
1316,118579,10440,3
1317,117811,32407,4
1318,50791,91426,4
1319,55210,8358,4
1320,118579,10440,3
1321,50791,91426,4
1322,24378,7992,3
1323,24378,7992,3
1324,55210,8358,4
1325,50791,91426,4
1326,117811,32407,4
1327,71154,91549,4
1328,55210,8358,4
1329,50791,91426,4
1330,50791,91426,4
1331,118579,10440,3
1332,50791,91426,4
1333,55210,8358,4
1334,24378,7992,3
1335,118579,10440,3
1336,117811,32407,4
1337,118579,10440,3
1338,117811,32407,4
1339,118579,10440,3
1340,24378,7992,3
1341,55210,8358,4
1342,71154,91549,4
1343,71154,91549,4
1344,71154,91549,4
1345,55210,8358,4
1346,118579,10440,3
1347,117811,32407,4
1348,118579,10440,3
1349,55210,8358,4
1350,50791,91426,4
1351,55210,8358,4
1352,24378,7992,3
1353,118579,10440,3
1354,24378,7992,3
1355,118579,10440,3
1356,24378,7992,3
1357,24378,7992,3
1358,71154,91549,4
1359,24378,7992,3
1360,55210,8358,4
