batch_process_res
That's all, folks
batch_process_res
Records: user data: 1 | user info: 1 | movie info: 1 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 0 | recommendation list: 0
Records: user data: 3 | user info: 3 | movie info: 2 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 4 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 0
Records: user data: 5 | user info: 4 | movie info: 3 | rating list: 1 | recommendation list: 1
Records: user data: 6 | user info: 5 | movie info: 3 | rating list: 1 | recommendation list: 2
Records: user data: 7 | user info: 6 | movie info: 3 | rating list: 1 | recommendation list: 2
Records: user data: 8 | user info: 7 | movie info: 4 | rating list: 1 | recommendation list: 2
Records: user data: 8 | user info: 7 | movie info: 4 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 9 | user info: 8 | movie info: 5 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 1 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 2 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 2 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 2 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 2 | recommendation list: 2
Records: user data: 10 | user info: 8 | movie info: 6 | rating list: 2 | recommendation list: 2
