,user_id,movie_id,score
155,10101,20539,3
156,82669,28062,4
157,133801,12311,4
158,12369,171771,3
159,8313,117,4
160,117495,234155,4
161,33386,44626,4
162,86829,479,4
163,88726,36677,4
164,89222,13122,3
165,91438,43047,3
166,132878,90770,3
167,116561,2860,4
168,71154,91549,4
169,55210,8358,4
170,50791,91426,4
171,71154,91549,4
172,71154,91549,4
173,71154,91549,4
174,71154,91549,4
175,55210,8358,4
176,55210,8358,4
177,55210,8358,4
178,55210,8358,4
179,50791,91426,4
180,50791,91426,4
181,50791,91426,4
182,50791,91426,4
183,118579,10440,3
184,118579,10440,3
185,117811,32407,4
186,117811,32407,4
187,118579,10440,3
188,117811,32407,4
189,118579,10440,3
190,117811,32407,4
191,24378,7992,3
192,24378,7992,3
193,24378,7992,3
194,24378,7992,3
195,71154,91549,4
196,71154,91549,4
197,71154,91549,4
198,71154,91549,4
199,55210,8358,4
200,50791,91426,4
201,71154,91549,4
202,118579,10440,3
203,117811,32407,4
204,55210,8358,4
205,24378,7992,3
206,55210,8358,4
207,55210,8358,4
208,50791,91426,4
209,50791,91426,4
210,50791,91426,4
211,118579,10440,3
212,55210,8358,4
213,117811,32407,4
214,118579,10440,3
215,117811,32407,4
216,50791,91426,4
217,118579,10440,3
218,117811,32407,4
219,24378,7992,3
220,24378,7992,3
221,118579,10440,3
222,117811,32407,4
223,24378,7992,3
224,71154,91549,4
225,24378,7992,3
226,71154,91549,4
227,71154,91549,4
228,55210,8358,4
229,71154,91549,4
230,50791,91426,4
231,71154,91549,4
232,118579,10440,3
233,117811,32407,4
234,55210,8358,4
235,24378,7992,3
236,55210,8358,4
237,50791,91426,4
238,55210,8358,4
239,50791,91426,4
240,50791,91426,4
241,118579,10440,3
242,117811,32407,4
243,118579,10440,3
244,55210,8358,4
245,117811,32407,4
246,118579,10440,3
247,117811,32407,4
248,50791,91426,4
249,24378,7992,3
250,24378,7992,3
251,24378,7992,3
252,118579,10440,3
253,117811,32407,4
254,71154,91549,4
255,24378,7992,3
256,71154,91549,4
257,71154,91549,4
258,55210,8358,4
259,71154,91549,4
260,50791,91426,4
261,71154,91549,4
262,118579,10440,3
263,117811,32407,4
264,55210,8358,4
265,55210,8358,4
266,24378,7992,3
267,50791,91426,4
268,50791,91426,4
269,55210,8358,4
270,50791,91426,4
271,118579,10440,3
272,117811,32407,4
273,118579,10440,3
274,117811,32407,4
275,55210,8358,4
276,118579,10440,3
277,117811,32407,4
278,50791,91426,4
279,24378,7992,3
280,24378,7992,3
281,24378,7992,3
282,118579,10440,3
283,117811,32407,4
284,71154,91549,4
285,24378,7992,3
286,71154,91549,4
287,71154,91549,4
288,55210,8358,4
289,50791,91426,4
290,71154,91549,4
291,71154,91549,4
292,118579,10440,3
293,117811,32407,4
294,55210,8358,4
295,55210,8358,4
296,24378,7992,3
297,50791,91426,4
298,50791,91426,4
299,55210,8358,4
300,50791,91426,4
301,118579,10440,3
302,117811,32407,4
303,118579,10440,3
304,117811,32407,4
305,55210,8358,4
306,50791,91426,4
307,118579,10440,3
308,117811,32407,4
309,24378,7992,3
310,24378,7992,3
311,118579,10440,3
312,117811,32407,4
313,24378,7992,3
314,71154,91549,4
315,24378,7992,3
316,71154,91549,4
317,71154,91549,4
318,55210,8358,4
319,50791,91426,4
320,71154,91549,4
321,118579,10440,3
322,71154,91549,4
323,117811,32407,4
324,55210,8358,4
325,55210,8358,4
326,24378,7992,3
327,50791,91426,4
328,50791,91426,4
329,55210,8358,4
330,50791,91426,4
331,118579,10440,3
332,118579,10440,3
333,117811,32407,4
334,117811,32407,4
335,55210,8358,4
336,50791,91426,4
337,118579,10440,3
338,117811,32407,4
339,24378,7992,3
340,24378,7992,3
341,118579,10440,3
342,117811,32407,4
343,24378,7992,3
344,71154,91549,4
345,24378,7992,3
346,71154,91549,4
347,71154,91549,4
348,55210,8358,4
349,50791,91426,4
350,71154,91549,4
351,71154,91549,4
352,118579,10440,3
353,117811,32407,4
354,55210,8358,4
355,55210,8358,4
356,24378,7992,3
357,50791,91426,4
358,50791,91426,4
359,55210,8358,4
360,50791,91426,4
361,118579,10440,3
362,118579,10440,3
363,117811,32407,4
364,117811,32407,4
365,55210,8358,4
366,50791,91426,4
367,118579,10440,3
368,117811,32407,4
369,24378,7992,3
370,24378,7992,3
371,118579,10440,3
372,117811,32407,4
373,24378,7992,3
374,71154,91549,4
375,24378,7992,3
376,71154,91549,4
377,71154,91549,4
378,55210,8358,4
379,71154,91549,4
380,50791,91426,4
381,71154,91549,4
382,118579,10440,3
383,117811,32407,4
384,55210,8358,4
385,55210,8358,4
386,24378,7992,3
387,50791,91426,4
388,50791,91426,4
389,55210,8358,4
390,50791,91426,4
391,118579,10440,3
392,118579,10440,3
393,117811,32407,4
394,117811,32407,4
395,55210,8358,4
396,50791,91426,4
397,118579,10440,3
398,117811,32407,4
399,24378,7992,3
400,24378,7992,3
401,118579,10440,3
402,117811,32407,4
403,24378,7992,3
404,71154,91549,4
405,24378,7992,3
406,71154,91549,4
407,71154,91549,4
408,55210,8358,4
409,71154,91549,4
410,50791,91426,4
411,71154,91549,4
412,118579,10440,3
413,117811,32407,4
414,55210,8358,4
415,55210,8358,4
416,50791,91426,4
417,50791,91426,4
418,24378,7992,3
419,55210,8358,4
420,50791,91426,4
421,118579,10440,3
422,117811,32407,4
423,118579,10440,3
424,117811,32407,4
425,55210,8358,4
426,50791,91426,4
427,118579,10440,3
428,117811,32407,4
429,24378,7992,3
430,24378,7992,3
431,118579,10440,3
432,117811,32407,4
433,24378,7992,3
434,71154,91549,4
435,24378,7992,3
436,71154,91549,4
437,71154,91549,4
438,55210,8358,4
439,71154,91549,4
440,50791,91426,4
441,71154,91549,4
442,118579,10440,3
443,117811,32407,4
444,55210,8358,4
445,55210,8358,4
446,50791,91426,4
447,50791,91426,4
448,24378,7992,3
449,55210,8358,4
450,50791,91426,4
451,118579,10440,3
452,117811,32407,4
453,118579,10440,3
454,117811,32407,4
455,55210,8358,4
456,50791,91426,4
457,118579,10440,3
458,117811,32407,4
459,24378,7992,3
460,24378,7992,3
461,118579,10440,3
462,117811,32407,4
463,24378,7992,3
464,71154,91549,4
465,24378,7992,3
466,71154,91549,4
467,71154,91549,4
468,71154,91549,4
469,55210,8358,4
470,50791,91426,4
471,71154,91549,4
472,118579,10440,3
473,117811,32407,4
474,55210,8358,4
475,55210,8358,4
476,50791,91426,4
477,50791,91426,4
478,24378,7992,3
479,55210,8358,4
480,50791,91426,4
481,118579,10440,3
482,117811,32407,4
483,118579,10440,3
484,117811,32407,4
485,55210,8358,4
486,50791,91426,4
487,118579,10440,3
488,117811,32407,4
489,24378,7992,3
490,24378,7992,3
491,118579,10440,3
492,117811,32407,4
493,24378,7992,3
494,24378,7992,3
495,71154,91549,4
496,71154,91549,4
497,71154,91549,4
498,71154,91549,4
499,55210,8358,4
500,50791,91426,4
501,71154,91549,4
502,118579,10440,3
503,117811,32407,4
504,55210,8358,4
505,55210,8358,4
506,50791,91426,4
507,50791,91426,4
508,24378,7992,3
509,55210,8358,4
510,118579,10440,3
511,50791,91426,4
512,117811,32407,4
513,118579,10440,3
514,117811,32407,4
515,55210,8358,4
516,50791,91426,4
517,24378,7992,3
518,118579,10440,3
519,117811,32407,4
520,24378,7992,3
521,118579,10440,3
522,117811,32407,4
523,24378,7992,3
524,24378,7992,3
525,71154,91549,4
526,71154,91549,4
527,71154,91549,4
528,71154,91549,4
529,55210,8358,4
530,50791,91426,4
531,71154,91549,4
532,55210,8358,4
533,118579,10440,3
534,117811,32407,4
535,55210,8358,4
536,50791,91426,4
537,50791,91426,4
538,24378,7992,3
539,55210,8358,4
540,118579,10440,3
541,117811,32407,4
542,50791,91426,4
543,118579,10440,3
544,117811,32407,4
545,55210,8358,4
546,50791,91426,4
547,24378,7992,3
548,118579,10440,3
549,117811,32407,4
550,24378,7992,3
551,118579,10440,3
552,117811,32407,4
553,24378,7992,3
554,24378,7992,3
555,71154,91549,4
556,71154,91549,4
557,71154,91549,4
558,71154,91549,4
559,55210,8358,4
560,50791,91426,4
561,71154,91549,4
562,118579,10440,3
563,117811,32407,4
564,55210,8358,4
565,55210,8358,4
566,50791,91426,4
567,50791,91426,4
568,55210,8358,4
569,24378,7992,3
570,118579,10440,3
571,50791,91426,4
572,117811,32407,4
573,118579,10440,3
574,117811,32407,4
575,55210,8358,4
576,50791,91426,4
577,118579,10440,3
578,24378,7992,3
579,117811,32407,4
580,24378,7992,3
581,118579,10440,3
582,117811,32407,4
583,24378,7992,3
584,24378,7992,3
585,71154,91549,4
586,71154,91549,4
587,71154,91549,4
588,71154,91549,4
589,55210,8358,4
590,50791,91426,4
591,71154,91549,4
592,55210,8358,4
593,118579,10440,3
594,117811,32407,4
595,55210,8358,4
596,50791,91426,4
597,50791,91426,4
598,55210,8358,4
599,24378,7992,3
600,50791,91426,4
601,118579,10440,3
602,117811,32407,4
603,118579,10440,3
604,117811,32407,4
605,55210,8358,4
606,50791,91426,4
607,118579,10440,3
608,117811,32407,4
609,24378,7992,3
610,24378,7992,3
611,118579,10440,3
612,24378,7992,3
613,117811,32407,4
614,24378,7992,3
615,71154,91549,4
616,71154,91549,4
617,71154,91549,4
618,71154,91549,4
619,71154,91549,4
620,71154,91549,4
621,55210,8358,4
622,55210,8358,4
623,55210,8358,4
624,55210,8358,4
625,55210,8358,4
626,50791,91426,4
627,50791,91426,4
628,50791,91426,4
629,50791,91426,4
630,50791,91426,4
631,55210,8358,4
632,50791,91426,4
633,118579,10440,3
634,118579,10440,3
635,117811,32407,4
636,118579,10440,3
637,117811,32407,4
638,117811,32407,4
639,118579,10440,3
640,118579,10440,3
641,117811,32407,4
642,117811,32407,4
643,118579,10440,3
644,117811,32407,4
645,24378,7992,3
646,24378,7992,3
647,24378,7992,3
648,24378,7992,3
649,24378,7992,3
650,24378,7992,3
651,71154,91549,4
652,71154,91549,4
653,71154,91549,4
654,71154,91549,4
655,71154,91549,4
656,71154,91549,4
657,55210,8358,4
658,55210,8358,4
659,55210,8358,4
660,55210,8358,4
661,55210,8358,4
662,50791,91426,4
663,50791,91426,4
664,50791,91426,4
665,55210,8358,4
666,50791,91426,4
667,50791,91426,4
668,50791,91426,4
669,118579,10440,3
670,118579,10440,3
671,117811,32407,4
672,117811,32407,4
673,118579,10440,3
674,117811,32407,4
675,118579,10440,3
676,118579,10440,3
677,117811,32407,4
678,117811,32407,4
679,118579,10440,3
680,117811,32407,4
681,24378,7992,3
682,24378,7992,3
683,24378,7992,3
684,24378,7992,3
685,24378,7992,3
686,24378,7992,3
687,71154,91549,4
688,71154,91549,4
689,71154,91549,4
690,71154,91549,4
691,71154,91549,4
692,71154,91549,4
693,55210,8358,4
694,55210,8358,4
695,55210,8358,4
696,55210,8358,4
697,55210,8358,4
698,50791,91426,4
699,50791,91426,4
700,50791,91426,4
701,55210,8358,4
702,50791,91426,4
703,50791,91426,4
704,50791,91426,4
705,118579,10440,3
706,118579,10440,3
707,117811,32407,4
708,117811,32407,4
709,118579,10440,3
710,117811,32407,4
711,118579,10440,3
712,118579,10440,3
713,117811,32407,4
714,117811,32407,4
715,118579,10440,3
716,117811,32407,4
717,24378,7992,3
718,24378,7992,3
719,24378,7992,3
720,24378,7992,3
721,24378,7992,3
722,24378,7992,3
723,71154,91549,4
724,71154,91549,4
725,71154,91549,4
726,71154,91549,4
727,71154,91549,4
728,71154,91549,4
729,29935,43373,4
730,19623,9465,5
731,44234,267480,4
732,16446,265449,3
733,55210,8358,4
734,55210,8358,4
735,55210,8358,4
736,55210,8358,4
737,55210,8358,4
738,50791,91426,4
739,50791,91426,4
740,50791,91426,4
741,50791,91426,4
742,55210,8358,4
743,50791,91426,4
744,50791,91426,4
745,118579,10440,3
746,117811,32407,4
747,118579,10440,3
748,118579,10440,3
749,118579,10440,3
750,117811,32407,4
751,117811,32407,4
752,117811,32407,4
753,27041,315855,2
754,118579,10440,3
755,117811,32407,4
756,118579,10440,3
757,117811,32407,4
758,24378,7992,3
759,24378,7992,3
760,24378,7992,3
761,24378,7992,3
762,24378,7992,3
763,24378,7992,3
764,56145,320849,3
765,71154,91549,4
766,99389,212716,4
767,71154,91549,4
768,71154,91549,4
769,71154,91549,4
770,71154,91549,4
771,71154,91549,4
772,71154,91549,4
773,71154,91549,4
774,55210,8358,4
775,50791,91426,4
776,55210,8358,4
777,55210,8358,4
778,55210,8358,4
779,55210,8358,4
780,55210,8358,4
781,55210,8358,4
782,50791,91426,4
783,50791,91426,4
784,50791,91426,4
785,50791,91426,4
786,50791,91426,4
787,55210,8358,4
788,50791,91426,4
789,50791,91426,4
790,71154,91549,4
791,118579,10440,3
792,118579,10440,3
793,117811,32407,4
794,118579,10440,3
795,117811,32407,4
796,118579,10440,3
797,118579,10440,3
798,117811,32407,4
799,117811,32407,4
800,117811,32407,4
801,118579,10440,3
802,117811,32407,4
803,118579,10440,3
804,117811,32407,4
805,24378,7992,3
806,24378,7992,3
807,24378,7992,3
808,24378,7992,3
809,24378,7992,3
810,24378,7992,3
811,24378,7992,3
812,71154,91549,4
813,71154,91549,4
814,71154,91549,4
815,71154,91549,4
816,71154,91549,4
817,71154,91549,4
818,71154,91549,4
819,55210,8358,4
820,55210,8358,4
821,55210,8358,4
822,55210,8358,4
823,55210,8358,4
824,55210,8358,4
825,50791,91426,4
826,50791,91426,4
827,50791,91426,4
828,50791,91426,4
829,50791,91426,4
830,55210,8358,4
831,50791,91426,4
832,50791,91426,4
833,118579,10440,3
834,118579,10440,3
835,117811,32407,4
836,118579,10440,3
837,117811,32407,4
838,117811,32407,4
839,118579,10440,3
840,118579,10440,3
841,117811,32407,4
842,117811,32407,4
843,118579,10440,3
844,117811,32407,4
845,118579,10440,3
846,117811,32407,4
847,24378,7992,3
848,24378,7992,3
849,24378,7992,3
850,24378,7992,3
851,24378,7992,3
852,24378,7992,3
853,24378,7992,3
854,71154,91549,4
855,71154,91549,4
856,71154,91549,4
857,71154,91549,4
858,71154,91549,4
859,71154,91549,4
860,71154,91549,4
861,55210,8358,4
862,55210,8358,4
863,55210,8358,4
864,55210,8358,4
865,55210,8358,4
866,55210,8358,4
867,50791,91426,4
868,50791,91426,4
869,50791,91426,4
870,50791,91426,4
871,50791,91426,4
872,50791,91426,4
873,55210,8358,4
874,71154,91549,4
875,50791,91426,4
876,118579,10440,3
877,117811,32407,4
878,118579,10440,3
879,117811,32407,4
880,118579,10440,3
881,118579,10440,3
882,118579,10440,3
883,117811,32407,4
884,117811,32407,4
885,117811,32407,4
886,118579,10440,3
887,117811,32407,4
888,118579,10440,3
889,117811,32407,4
890,24378,7992,3
891,24378,7992,3
892,24378,7992,3
893,24378,7992,3
894,24378,7992,3
895,24378,7992,3
896,24378,7992,3
897,71154,91549,4
898,71154,91549,4
899,71154,91549,4
900,71154,91549,4
901,71154,91549,4
902,71154,91549,4
903,71154,91549,4
904,55210,8358,4
905,55210,8358,4
906,55210,8358,4
907,55210,8358,4
908,55210,8358,4
909,50791,91426,4
910,55210,8358,4
911,50791,91426,4
912,50791,91426,4
913,50791,91426,4
914,50791,91426,4
915,50791,91426,4
916,71154,91549,4
917,118579,10440,3
918,117811,32407,4
919,118579,10440,3
920,117811,32407,4
921,118579,10440,3
922,117811,32407,4
923,118579,10440,3
924,118579,10440,3
925,117811,32407,4
926,117811,32407,4
927,118579,10440,3
928,117811,32407,4
929,24378,7992,3
930,24378,7992,3
931,24378,7992,3
932,24378,7992,3
933,24378,7992,3
934,71154,91549,4
935,24378,7992,3
936,55210,8358,4
937,71154,91549,4
938,50791,91426,4
939,71154,91549,4
940,71154,91549,4
941,71154,91549,4
942,71154,91549,4
943,71154,91549,4
944,118579,10440,3
945,117811,32407,4
946,24378,7992,3
947,55210,8358,4
948,55210,8358,4
949,55210,8358,4
950,55210,8358,4
951,55210,8358,4
952,50791,91426,4
953,50791,91426,4
954,55210,8358,4
955,50791,91426,4
956,50791,91426,4
957,50791,91426,4
958,50791,91426,4
959,118579,10440,3
960,117811,32407,4
961,118579,10440,3
962,117811,32407,4
963,118579,10440,3
964,118579,10440,3
965,117811,32407,4
966,117811,32407,4
967,118579,10440,3
968,117811,32407,4
969,118579,10440,3
970,117811,32407,4
971,24378,7992,3
972,24378,7992,3
973,24378,7992,3
974,24378,7992,3
975,24378,7992,3
976,24378,7992,3
977,71154,91549,4
978,55210,8358,4
979,71154,91549,4
980,71154,91549,4
981,50791,91426,4
982,71154,91549,4
983,71154,91549,4
984,71154,91549,4
985,71154,91549,4
986,118579,10440,3
987,117811,32407,4
988,24378,7992,3
989,55210,8358,4
990,55210,8358,4
991,55210,8358,4
992,55210,8358,4
993,55210,8358,4
994,50791,91426,4
995,55210,8358,4
996,50791,91426,4
997,50791,91426,4
998,50791,91426,4
999,50791,91426,4
1000,50791,91426,4
1001,118579,10440,3
1002,118579,10440,3
1003,117811,32407,4
1004,117811,32407,4
1005,118579,10440,3
1006,118579,10440,3
1007,117811,32407,4
1008,117811,32407,4
1009,118579,10440,3
1010,117811,32407,4
1011,118579,10440,3
1012,117811,32407,4
1013,24378,7992,3
1014,24378,7992,3
1015,24378,7992,3
1016,24378,7992,3
1017,24378,7992,3
1018,24378,7992,3
1019,71154,91549,4
1020,55210,8358,4
1021,71154,91549,4
1022,71154,91549,4
1023,71154,91549,4
1024,50791,91426,4
1025,71154,91549,4
1026,71154,91549,4
1027,71154,91549,4
1028,118579,10440,3
1029,117811,32407,4
1030,24378,7992,3
1031,55210,8358,4
1032,55210,8358,4
1033,55210,8358,4
1034,55210,8358,4
1035,55210,8358,4
1036,50791,91426,4
1037,50791,91426,4
1038,55210,8358,4
1039,50791,91426,4
1040,50791,91426,4
1041,50791,91426,4
1042,50791,91426,4
1043,118579,10440,3
1044,118579,10440,3
1045,117811,32407,4
1046,117811,32407,4
1047,118579,10440,3
1048,117811,32407,4
1049,118579,10440,3
1050,118579,10440,3
1051,117811,32407,4
1052,117811,32407,4
1053,118579,10440,3
1054,117811,32407,4
1055,24378,7992,3
1056,24378,7992,3
1057,24378,7992,3
1058,24378,7992,3
1059,24378,7992,3
1060,24378,7992,3
1061,71154,91549,4
1062,55210,8358,4
1063,71154,91549,4
1064,71154,91549,4
1065,71154,91549,4
1066,50791,91426,4
1067,71154,91549,4
1068,71154,91549,4
1069,71154,91549,4
1070,118579,10440,3
1071,117811,32407,4
1072,24378,7992,3
1073,55210,8358,4
1074,55210,8358,4
1075,55210,8358,4
1076,50791,91426,4
1077,55210,8358,4
1078,55210,8358,4
1079,50791,91426,4
1080,55210,8358,4
1081,50791,91426,4
1082,50791,91426,4
1083,50791,91426,4
1084,50791,91426,4
1085,118579,10440,3
1086,117811,32407,4
1087,118579,10440,3
1088,117811,32407,4
1089,118579,10440,3
1090,117811,32407,4
1091,118579,10440,3
1092,118579,10440,3
1093,117811,32407,4
1094,117811,32407,4
1095,118579,10440,3
1096,117811,32407,4
1097,24378,7992,3
1098,24378,7992,3
1099,24378,7992,3
1100,24378,7992,3
1101,24378,7992,3
1102,71154,91549,4
1103,24378,7992,3
1104,55210,8358,4
1105,71154,91549,4
1106,71154,91549,4
1107,71154,91549,4
1108,50791,91426,4
1109,71154,91549,4
1110,71154,91549,4
1111,71154,91549,4
1112,118579,10440,3
1113,117811,32407,4
1114,24378,7992,3
1115,55210,8358,4
1116,55210,8358,4
1117,55210,8358,4
1118,50791,91426,4
1119,55210,8358,4
1120,50791,91426,4
1121,55210,8358,4
1122,55210,8358,4
1123,50791,91426,4
1124,50791,91426,4
1125,50791,91426,4
1126,50791,91426,4
1127,118579,10440,3
1128,118579,10440,3
1129,117811,32407,4
1130,117811,32407,4
1131,118579,10440,3
1132,117811,32407,4
1133,118579,10440,3
1134,117811,32407,4
1135,118579,10440,3
1136,118579,10440,3
1137,117811,32407,4
1138,117811,32407,4
1139,24378,7992,3
1140,24378,7992,3
1141,24378,7992,3
1142,24378,7992,3
1143,24378,7992,3
1144,24378,7992,3
1145,71154,91549,4
1146,55210,8358,4
1147,71154,91549,4
1148,71154,91549,4
1149,71154,91549,4
1150,50791,91426,4
1151,71154,91549,4
1152,71154,91549,4
1153,71154,91549,4
1154,118579,10440,3
1155,117811,32407,4
1156,24378,7992,3
1157,55210,8358,4
1158,55210,8358,4
1159,55210,8358,4
1160,50791,91426,4
1161,50791,91426,4
1162,55210,8358,4
1163,55210,8358,4
1164,50791,91426,4
1165,55210,8358,4
1166,50791,91426,4
1167,50791,91426,4
1168,50791,91426,4
1169,118579,10440,3
1170,118579,10440,3
1171,117811,32407,4
1172,117811,32407,4
1173,118579,10440,3
1174,117811,32407,4
1175,118579,10440,3
1176,117811,32407,4
1177,118579,10440,3
1178,117811,32407,4
1179,118579,10440,3
1180,117811,32407,4
1181,24378,7992,3
1182,24378,7992,3
1183,24378,7992,3
1184,24378,7992,3
1185,71154,91549,4
1186,24378,7992,3
1187,24378,7992,3
1188,55210,8358,4
1189,71154,91549,4
1190,71154,91549,4
1191,71154,91549,4
1192,50791,91426,4
1193,71154,91549,4
1194,71154,91549,4
1195,71154,91549,4
1196,118579,10440,3
1197,117811,32407,4
1198,24378,7992,3
1199,55210,8358,4
1200,55210,8358,4
1201,55210,8358,4
1202,50791,91426,4
1203,50791,91426,4
1204,55210,8358,4
1205,50791,91426,4
1206,55210,8358,4
1207,55210,8358,4
1208,50791,91426,4
1209,50791,91426,4
1210,50791,91426,4
1211,118579,10440,3
1212,117811,32407,4
1213,118579,10440,3
1214,117811,32407,4
1215,118579,10440,3
1216,117811,32407,4
1217,118579,10440,3
1218,117811,32407,4
1219,118579,10440,3
1220,117811,32407,4
1221,118579,10440,3
1222,117811,32407,4
1223,24378,7992,3
1224,24378,7992,3
1225,24378,7992,3
1226,24378,7992,3
1227,71154,91549,4
1228,24378,7992,3
1229,24378,7992,3
1230,55210,8358,4
1231,71154,91549,4
1232,71154,91549,4
1233,71154,91549,4
1234,50791,91426,4
1235,71154,91549,4
1236,71154,91549,4
1237,71154,91549,4
1238,118579,10440,3
1239,117811,32407,4
1240,24378,7992,3
1241,55210,8358,4
1242,55210,8358,4
1243,55210,8358,4
1244,50791,91426,4
1245,50791,91426,4
1246,55210,8358,4
1247,50791,91426,4
1248,55210,8358,4
1249,55210,8358,4
1250,50791,91426,4
1251,50791,91426,4
1252,50791,91426,4
1253,118579,10440,3
1254,118579,10440,3
1255,117811,32407,4
1256,117811,32407,4
1257,118579,10440,3
1258,117811,32407,4
1259,118579,10440,3
1260,117811,32407,4
1261,118579,10440,3
1262,117811,32407,4
1263,118579,10440,3
1264,117811,32407,4
1265,24378,7992,3
1266,24378,7992,3
1267,24378,7992,3
1268,24378,7992,3
1269,71154,91549,4
1270,24378,7992,3
1271,24378,7992,3
1272,55210,8358,4
1273,71154,91549,4
1274,71154,91549,4
1275,50791,91426,4
1276,71154,91549,4
1277,71154,91549,4
1278,71154,91549,4
1279,71154,91549,4
1280,118579,10440,3
1281,117811,32407,4
1282,24378,7992,3
1283,55210,8358,4
1284,55210,8358,4
1285,50791,91426,4
1286,50791,91426,4
1287,55210,8358,4
1288,55210,8358,4
1289,55210,8358,4
1290,50791,91426,4
1291,55210,8358,4
1292,50791,91426,4
1293,50791,91426,4
1294,50791,91426,4
1295,118579,10440,3
1296,118579,10440,3
1297,117811,32407,4
1298,117811,32407,4
1299,118579,10440,3
1300,117811,32407,4
1301,118579,10440,3
1302,117811,32407,4
1303,118579,10440,3
1304,117811,32407,4
1305,118579,10440,3
1306,117811,32407,4
1307,24378,7992,3
1308,24378,7992,3
1309,24378,7992,3
1310,71154,91549,4
1311,24378,7992,3
1312,24378,7992,3
1313,24378,7992,3
1314,55210,8358,4
1315,71154,91549,4
1316,71154,91549,4
1317,50791,91426,4
1318,71154,91549,4
1319,71154,91549,4
1320,71154,91549,4
1321,71154,91549,4
1322,118579,10440,3
1323,117811,32407,4
1324,24378,7992,3
1325,55210,8358,4
1326,55210,8358,4
1327,50791,91426,4
1328,50791,91426,4
1329,55210,8358,4
1330,55210,8358,4
1331,55210,8358,4
1332,50791,91426,4
1333,55210,8358,4
1334,50791,91426,4
1335,50791,91426,4
1336,50791,91426,4
1337,118579,10440,3
1338,117811,32407,4
1339,118579,10440,3
1340,117811,32407,4
1341,118579,10440,3
1342,117811,32407,4
1343,118579,10440,3
1344,117811,32407,4
1345,118579,10440,3
1346,117811,32407,4
1347,118579,10440,3
1348,117811,32407,4
1349,24378,7992,3
1350,24378,7992,3
1351,24378,7992,3
1352,71154,91549,4
1353,24378,7992,3
1354,24378,7992,3
1355,24378,7992,3
1356,55210,8358,4
1357,71154,91549,4
1358,71154,91549,4
1359,50791,91426,4
1360,71154,91549,4
1361,71154,91549,4
